customer.id;order.date;order.id;order.line;product.id;quantity;bikes.category;bikes.material;bikes.model;bikes.price;bikes.subcategory
1;41498;968;4;12;1;Road;Aluminum;CAAD12 Disc Dura Ace;4260; Elite Road
1;41498;968;5;59;1;Mountain;Carbon;Scalpel-Si Carbon 3;5330; Cross Country Race
1;41498;968;6;50;1;Mountain;Carbon;Jekyll Carbon 4;3200; Over Mountain
1;41498;968;7;5;1;Road;Carbon;Supersix Evo Hi-Mod Utegra;4260; Elite Road
1;41498;968;8;33;2;Road;Aluminum;Synapse Disc Adventure;2130; Endurance Road
1;41498;968;9;88;1;Mountain;Aluminum;Habit 6;1950; Trail
1;41498;968;10;48;1;Mountain;Carbon;Jekyll Carbon 2;6070; Over Mountain
1;41498;968;11;62;1;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
1;41498;968;12;97;3;Mountain;Aluminum;Catalyst 4;415; Sport
1;41498;968;13;93;1;Mountain;Aluminum;Trail 5;815; Sport
1;41498;968;14;38;1;Road;Carbon;Slice Hi-Mod Black Inc.;7000; Triathalon
1;41516;990;1;50;1;Mountain;Carbon;Jekyll Carbon 4;3200; Over Mountain
1;41516;990;2;68;1;Mountain;Carbon;F-Si Hi-Mod 1;6390; Cross Country Race
1;41516;990;3;69;1;Mountain;Carbon;F-Si Carbon 2;4800; Cross Country Race
1;41516;990;4;38;2;Road;Carbon;Slice Hi-Mod Black Inc.;7000; Triathalon
1;41516;990;5;89;1;Mountain;Aluminum;Trail 1;1520; Sport
1;41516;990;6;53;1;Mountain;Carbon;Trigger Carbon 3;3730; Over Mountain
1;41516;990;7;76;1;Mountain;Aluminum;Beast of the East 1;2770; Trail
1;41516;990;8;85;1;Mountain;Carbon;Habit Carbon 3;3730; Trail
1;41516;990;9;7;1;Road;Carbon;Supersix Evo Ultegra 3;3200; Elite Road
1;41516;990;10;55;1;Mountain;Carbon;Scalpel-Si Black Inc.;12790; Cross Country Race
1;41516;990;11;11;1;Road;Aluminum;CAAD12 Black Inc;5860; Elite Road
1;41516;990;12;4;1;Road;Carbon;Supersix Evo Hi-Mod Dura Ace 2;5330; Elite Road
1;41516;990;13;12;1;Road;Aluminum;CAAD12 Disc Dura Ace;4260; Elite Road
1;41516;990;14;43;1;Road;Carbon;SuperX Hi-Mod CX1;3500; Cyclocross
1;41516;990;15;73;1;Mountain;Aluminum;F-Si 3;1840; Cross Country Race
1;41516;990;16;22;2;Road;Carbon;Synapse Hi-Mod Disc Black Inc.;9590; Endurance Road
1;41516;990;17;62;1;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
1;41521;996;1;47;3;Mountain;Carbon;Jekyll Carbon 1;7990; Over Mountain
1;41521;996;2;54;1;Mountain;Carbon;Trigger Carbon 4;3200; Over Mountain
1;41521;996;3;73;1;Mountain;Aluminum;F-Si 3;1840; Cross Country Race
1;41521;996;4;89;1;Mountain;Aluminum;Trail 1;1520; Sport
1;41521;996;5;71;1;Mountain;Aluminum;F-Si 1;2340; Cross Country Race
1;41521;996;6;25;1;Road;Carbon;Synapse Hi-Mod Disc Ultegra;5330; Endurance Road
1;41521;996;7;84;1;Mountain;Carbon;Habit Carbon SE;4480; Trail
1;41521;996;8;79;1;Mountain;Aluminum;Bad Habit 1;3200; Trail
1;41521;996;9;82;2;Mountain;Carbon;Habit Carbon 1;7460; Trail
1;41521;996;10;58;1;Mountain;Carbon;Scalpel-Si Carbon 2;6390; Cross Country Race
1;41521;996;11;66;1;Mountain;Carbon;F-Si Black Inc.;11190; Cross Country Race
1;41521;996;12;92;7;Mountain;Aluminum;Trail 4;980; Sport
1;41521;996;13;18;1;Road;Aluminum;CAAD8 105;1410; Elite Road
1;41521;996;14;49;1;Mountain;Carbon;Jekyll Carbon 3;3840; Over Mountain
1;41521;996;15;60;1;Mountain;Carbon;Scalpel-Si Carbon 4;4260; Cross Country Race
1;41544;1026;1;63;1;Mountain;Carbon;Scalpel 29 Carbon 2;5330; Cross Country Race
1;41544;1026;2;1;1;Road;Carbon;Supersix Evo Black Inc.;12790; Elite Road
1;41562;1049;1;59;5;Mountain;Carbon;Scalpel-Si Carbon 3;5330; Cross Country Race
1;41562;1049;2;62;1;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
1;41562;1049;3;53;1;Mountain;Carbon;Trigger Carbon 3;3730; Over Mountain
1;41562;1049;4;39;1;Road;Carbon;Slice Hi-Mod Dura Ace D12;4500; Triathalon
1;41562;1049;5;68;1;Mountain;Carbon;F-Si Hi-Mod 1;6390; Cross Country Race
1;41562;1049;6;83;1;Mountain;Carbon;Habit Carbon 2;5330; Trail
1;41562;1049;7;6;1;Road;Carbon;Supersix Evo Red;3940; Elite Road
1;41562;1049;8;2;1;Road;Carbon;Supersix Evo Hi-Mod Team;10660; Elite Road
1;41562;1049;9;65;1;Mountain;Aluminum;Scalpel 29 4;3200; Cross Country Race
1;41562;1049;10;85;1;Mountain;Carbon;Habit Carbon 3;3730; Trail
1;41562;1049;11;63;1;Mountain;Carbon;Scalpel 29 Carbon 2;5330; Cross Country Race
1;41562;1049;12;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
1;41562;1049;13;57;2;Mountain;Carbon;Scalpel-Si Hi-Mod 1;7460; Cross Country Race
1;41562;1049;14;25;1;Road;Carbon;Synapse Hi-Mod Disc Ultegra;5330; Endurance Road
1;41562;1049;15;50;4;Mountain;Carbon;Jekyll Carbon 4;3200; Over Mountain
1;41562;1049;16;70;1;Mountain;Carbon;F-Si Carbon 4;2880; Cross Country Race
1;41562;1049;17;48;1;Mountain;Carbon;Jekyll Carbon 2;6070; Over Mountain
1;41562;1049;18;13;2;Road;Aluminum;CAAD12 Red;3200; Elite Road
1;41562;1049;19;54;2;Mountain;Carbon;Trigger Carbon 4;3200; Over Mountain
1;41562;1049;20;23;1;Road;Carbon;Synapse Hi-Mod Disc Red;7460; Endurance Road
1;41562;1049;21;28;1;Road;Carbon;Synapse Carbon Ultegra 3;3200; Endurance Road
1;41562;1049;22;56;1;Mountain;Carbon;Scalpel-Si Race;9060; Cross Country Race
1;41562;1049;23;97;1;Mountain;Aluminum;Catalyst 4;415; Sport
1;41562;1049;24;47;1;Mountain;Carbon;Jekyll Carbon 1;7990; Over Mountain
1;41646;1108;1;22;1;Road;Carbon;Synapse Hi-Mod Disc Black Inc.;9590; Endurance Road
1;41646;1108;2;81;1;Mountain;Carbon;Habit Hi-Mod Black Inc.;12250; Trail
1;41646;1108;3;5;1;Road;Carbon;Supersix Evo Hi-Mod Utegra;4260; Elite Road
1;41646;1108;4;94;1;Mountain;Aluminum;Catalyst 1;705; Sport
1;41646;1108;5;43;1;Road;Carbon;SuperX Hi-Mod CX1;3500; Cyclocross
1;41646;1108;6;69;1;Mountain;Carbon;F-Si Carbon 2;4800; Cross Country Race
1;41646;1108;7;37;1;Road;Aluminum;Synapse Claris;870; Endurance Road
1;41646;1108;8;13;1;Road;Aluminum;CAAD12 Red;3200; Elite Road
1;41646;1108;9;73;1;Mountain;Aluminum;F-Si 3;1840; Cross Country Race
1;41646;1108;10;40;1;Road;Carbon;Slice Ultegra D12;3200; Triathalon
1;41646;1108;11;62;1;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
1;41646;1108;12;84;3;Mountain;Carbon;Habit Carbon SE;4480; Trail
1;41646;1108;13;78;1;Mountain;Aluminum;Beast of the East 3;1620; Trail
1;41646;1108;14;56;1;Mountain;Carbon;Scalpel-Si Race;9060; Cross Country Race
1;41646;1108;15;8;1;Road;Carbon;Supersix Evo Ultegra 4;2660; Elite Road
1;41646;1108;16;4;1;Road;Carbon;Supersix Evo Hi-Mod Dura Ace 2;5330; Elite Road
1;41646;1108;17;92;1;Mountain;Aluminum;Trail 4;980; Sport
1;41646;1108;18;74;4;Mountain;Aluminum;Fat CAAD1;3730; Fat Bike
1;41646;1108;19;79;1;Mountain;Aluminum;Bad Habit 1;3200; Trail
1;41646;1108;20;11;1;Road;Aluminum;CAAD12 Black Inc;5860; Elite Road
1;41646;1108;21;75;1;Mountain;Aluminum;Fat CAAD2;2130; Fat Bike
1;41646;1108;22;82;1;Mountain;Carbon;Habit Carbon 1;7460; Trail
1;41646;1108;23;64;1;Mountain;Carbon;Scalpel 29 Carbon 3;4260; Cross Country Race
1;41646;1108;24;26;1;Road;Carbon;Synapse Carbon Disc Ultegra D12;4800; Endurance Road
1;41646;1108;25;65;1;Mountain;Aluminum;Scalpel 29 4;3200; Cross Country Race
1;41646;1108;26;71;9;Mountain;Aluminum;F-Si 1;2340; Cross Country Race
1;41646;1108;27;87;1;Mountain;Aluminum;Habit 5;2340; Trail
1;41646;1108;28;83;1;Mountain;Carbon;Habit Carbon 2;5330; Trail
1;41646;1108;29;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
1;41646;1108;30;38;8;Road;Carbon;Slice Hi-Mod Black Inc.;7000; Triathalon
1;41754;1219;1;26;2;Road;Carbon;Synapse Carbon Disc Ultegra D12;4800; Endurance Road
1;41754;1220;1;79;2;Mountain;Aluminum;Bad Habit 1;3200; Trail
1;41754;1220;2;69;1;Mountain;Carbon;F-Si Carbon 2;4800; Cross Country Race
1;41829;1345;1;24;6;Road;Carbon;Synapse Hi-Mod Dura Ace;5860; Endurance Road
1;41829;1345;2;93;1;Mountain;Aluminum;Trail 5;815; Sport
1;41829;1345;3;61;1;Mountain;Aluminum;Scalpel-Si 5;3200; Cross Country Race
1;41829;1345;4;69;1;Mountain;Carbon;F-Si Carbon 2;4800; Cross Country Race
1;41829;1345;5;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
1;41829;1345;6;77;2;Mountain;Aluminum;Beast of the East 2;2130; Trail
1;41829;1345;7;3;1;Road;Carbon;Supersix Evo Hi-Mod Dura Ace 1;7990; Elite Road
1;41829;1345;8;5;1;Road;Carbon;Supersix Evo Hi-Mod Utegra;4260; Elite Road
1;41829;1345;9;81;2;Mountain;Carbon;Habit Hi-Mod Black Inc.;12250; Trail
1;41829;1345;10;58;1;Mountain;Carbon;Scalpel-Si Carbon 2;6390; Cross Country Race
1;41829;1345;11;53;1;Mountain;Carbon;Trigger Carbon 3;3730; Over Mountain
1;41829;1345;12;84;3;Mountain;Carbon;Habit Carbon SE;4480; Trail
1;41884;1413;1;76;1;Mountain;Aluminum;Beast of the East 1;2770; Trail
1;41884;1413;2;43;3;Road;Carbon;SuperX Hi-Mod CX1;3500; Cyclocross
1;41884;1413;3;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
1;41884;1413;4;40;1;Road;Carbon;Slice Ultegra D12;3200; Triathalon
1;41884;1413;5;24;1;Road;Carbon;Synapse Hi-Mod Dura Ace;5860; Endurance Road
1;41884;1413;6;65;2;Mountain;Aluminum;Scalpel 29 4;3200; Cross Country Race
1;41884;1413;7;49;1;Mountain;Carbon;Jekyll Carbon 3;3840; Over Mountain
1;41884;1413;8;61;1;Mountain;Aluminum;Scalpel-Si 5;3200; Cross Country Race
1;41884;1413;9;58;1;Mountain;Carbon;Scalpel-Si Carbon 2;6390; Cross Country Race
1;41884;1413;10;73;1;Mountain;Aluminum;F-Si 3;1840; Cross Country Race
1;41884;1413;11;83;2;Mountain;Carbon;Habit Carbon 2;5330; Trail
1;41884;1413;12;38;1;Road;Carbon;Slice Hi-Mod Black Inc.;7000; Triathalon
1;41884;1413;13;27;1;Road;Carbon;Synapse Carbon Disc Ultegra;3730; Endurance Road
1;41884;1413;14;23;1;Road;Carbon;Synapse Hi-Mod Disc Red;7460; Endurance Road
1;41884;1413;15;89;1;Mountain;Aluminum;Trail 1;1520; Sport
1;41928;1470;1;30;1;Road;Carbon;Synapse Carbon Disc 105;2660; Endurance Road
1;41928;1470;2;61;1;Mountain;Aluminum;Scalpel-Si 5;3200; Cross Country Race
1;41928;1470;3;88;1;Mountain;Aluminum;Habit 6;1950; Trail
1;41928;1470;4;22;1;Road;Carbon;Synapse Hi-Mod Disc Black Inc.;9590; Endurance Road
1;41928;1470;5;1;1;Road;Carbon;Supersix Evo Black Inc.;12790; Elite Road
1;41928;1470;6;82;1;Mountain;Carbon;Habit Carbon 1;7460; Trail
1;41928;1470;7;4;1;Road;Carbon;Supersix Evo Hi-Mod Dura Ace 2;5330; Elite Road
1;41928;1470;8;43;1;Road;Carbon;SuperX Hi-Mod CX1;3500; Cyclocross
1;41928;1470;9;94;1;Mountain;Aluminum;Catalyst 1;705; Sport
1;41928;1470;10;55;1;Mountain;Carbon;Scalpel-Si Black Inc.;12790; Cross Country Race
1;41928;1470;11;58;1;Mountain;Carbon;Scalpel-Si Carbon 2;6390; Cross Country Race
1;41984;1505;1;62;4;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
1;41984;1505;2;51;1;Mountain;Carbon;Trigger Carbon 1;8200; Over Mountain
1;41984;1505;3;31;2;Road;Carbon;Synapse Carbon 105;2240; Endurance Road
1;41984;1505;4;7;1;Road;Carbon;Supersix Evo Ultegra 3;3200; Elite Road
1;41984;1505;5;86;8;Mountain;Aluminum;Habit 4;2880; Trail
1;41984;1505;6;28;1;Road;Carbon;Synapse Carbon Ultegra 3;3200; Endurance Road
1;41984;1505;7;81;1;Mountain;Carbon;Habit Hi-Mod Black Inc.;12250; Trail
1;41984;1505;8;53;1;Mountain;Carbon;Trigger Carbon 3;3730; Over Mountain
1;41984;1505;9;24;1;Road;Carbon;Synapse Hi-Mod Dura Ace;5860; Endurance Road
1;42031;1530;1;54;1;Mountain;Carbon;Trigger Carbon 4;3200; Over Mountain
1;42031;1530;2;15;1;Road;Aluminum;CAAD12 Ultegra;2240; Elite Road
1;42031;1530;3;77;1;Mountain;Aluminum;Beast of the East 2;2130; Trail
1;42031;1530;4;53;9;Mountain;Carbon;Trigger Carbon 3;3730; Over Mountain
1;42031;1530;5;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
1;42031;1530;6;22;1;Road;Carbon;Synapse Hi-Mod Disc Black Inc.;9590; Endurance Road
1;42031;1530;7;83;1;Mountain;Carbon;Habit Carbon 2;5330; Trail
1;42031;1530;8;60;1;Mountain;Carbon;Scalpel-Si Carbon 4;4260; Cross Country Race
1;42031;1530;9;57;1;Mountain;Carbon;Scalpel-Si Hi-Mod 1;7460; Cross Country Race
1;42031;1530;10;71;1;Mountain;Aluminum;F-Si 1;2340; Cross Country Race
1;42031;1530;11;61;1;Mountain;Aluminum;Scalpel-Si 5;3200; Cross Country Race
1;42031;1530;12;59;1;Mountain;Carbon;Scalpel-Si Carbon 3;5330; Cross Country Race
1;42031;1530;13;63;1;Mountain;Carbon;Scalpel 29 Carbon 2;5330; Cross Country Race
1;42031;1530;14;92;1;Mountain;Aluminum;Trail 4;980; Sport
1;42031;1530;15;4;1;Road;Carbon;Supersix Evo Hi-Mod Dura Ace 2;5330; Elite Road
1;42031;1530;16;69;1;Mountain;Carbon;F-Si Carbon 2;4800; Cross Country Race
1;42031;1530;17;93;1;Mountain;Aluminum;Trail 5;815; Sport
1;42031;1530;18;50;1;Mountain;Carbon;Jekyll Carbon 4;3200; Over Mountain
1;42031;1530;19;55;1;Mountain;Carbon;Scalpel-Si Black Inc.;12790; Cross Country Race
1;42031;1530;20;62;1;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
1;42031;1530;21;75;2;Mountain;Aluminum;Fat CAAD2;2130; Fat Bike
1;42031;1530;22;70;1;Mountain;Carbon;F-Si Carbon 4;2880; Cross Country Race
1;42031;1530;23;87;1;Mountain;Aluminum;Habit 5;2340; Trail
1;42031;1530;24;5;1;Road;Carbon;Supersix Evo Hi-Mod Utegra;4260; Elite Road
1;42031;1530;25;6;1;Road;Carbon;Supersix Evo Red;3940; Elite Road
1;42031;1530;26;66;1;Mountain;Carbon;F-Si Black Inc.;11190; Cross Country Race
1;42031;1530;27;86;1;Mountain;Aluminum;Habit 4;2880; Trail
1;42031;1530;28;48;1;Mountain;Carbon;Jekyll Carbon 2;6070; Over Mountain
1;42045;1542;1;2;1;Road;Carbon;Supersix Evo Hi-Mod Team;10660; Elite Road
1;42045;1542;2;94;1;Mountain;Aluminum;Catalyst 1;705; Sport
1;42052;1556;1;79;1;Mountain;Aluminum;Bad Habit 1;3200; Trail
1;42181;1793;1;83;1;Mountain;Carbon;Habit Carbon 2;5330; Trail
1;42193;1809;1;60;2;Mountain;Carbon;Scalpel-Si Carbon 4;4260; Cross Country Race
1;42193;1809;2;95;1;Mountain;Aluminum;Catalyst 2;585; Sport
1;42193;1809;3;38;1;Road;Carbon;Slice Hi-Mod Black Inc.;7000; Triathalon
1;42193;1809;4;74;1;Mountain;Aluminum;Fat CAAD1;3730; Fat Bike
1;42193;1809;5;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
1;42193;1809;6;49;2;Mountain;Carbon;Jekyll Carbon 3;3840; Over Mountain
1;42193;1809;7;64;1;Mountain;Carbon;Scalpel 29 Carbon 3;4260; Cross Country Race
1;42193;1809;8;47;1;Mountain;Carbon;Jekyll Carbon 1;7990; Over Mountain
1;42193;1809;9;66;1;Mountain;Carbon;F-Si Black Inc.;11190; Cross Country Race
1;42193;1809;10;73;1;Mountain;Aluminum;F-Si 3;1840; Cross Country Race
1;42193;1809;11;59;1;Mountain;Carbon;Scalpel-Si Carbon 3;5330; Cross Country Race
1;42193;1809;12;53;1;Mountain;Carbon;Trigger Carbon 3;3730; Over Mountain
1;42193;1809;13;63;1;Mountain;Carbon;Scalpel 29 Carbon 2;5330; Cross Country Race
1;42193;1809;14;40;1;Road;Carbon;Slice Ultegra D12;3200; Triathalon
1;42314;1945;1;14;1;Road;Aluminum;CAAD Disc Ultegra;2660; Elite Road
2;40550;1;1;48;1;Mountain;Carbon;Jekyll Carbon 2;6070; Over Mountain
2;40550;1;2;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
2;40571;19;1;66;2;Mountain;Carbon;F-Si Black Inc.;11190; Cross Country Race
2;40571;19;2;61;1;Mountain;Aluminum;Scalpel-Si 5;3200; Cross Country Race
2;40584;28;1;47;1;Mountain;Carbon;Jekyll Carbon 1;7990; Over Mountain
2;40584;28;2;79;1;Mountain;Aluminum;Bad Habit 1;3200; Trail
2;40584;28;3;61;1;Mountain;Aluminum;Scalpel-Si 5;3200; Cross Country Race
2;40584;28;4;97;1;Mountain;Aluminum;Catalyst 4;415; Sport
2;40584;28;5;66;2;Mountain;Carbon;F-Si Black Inc.;11190; Cross Country Race
2;40584;28;6;5;1;Road;Carbon;Supersix Evo Hi-Mod Utegra;4260; Elite Road
2;40584;28;7;58;1;Mountain;Carbon;Scalpel-Si Carbon 2;6390; Cross Country Race
2;40584;28;8;89;1;Mountain;Aluminum;Trail 1;1520; Sport
2;40584;28;9;7;1;Road;Carbon;Supersix Evo Ultegra 3;3200; Elite Road
2;40584;28;10;72;1;Mountain;Aluminum;F-Si 2;2060; Cross Country Race
2;40584;28;11;6;1;Road;Carbon;Supersix Evo Red;3940; Elite Road
2;40584;28;12;25;1;Road;Carbon;Synapse Hi-Mod Disc Ultegra;5330; Endurance Road
2;40584;28;13;75;1;Mountain;Aluminum;Fat CAAD2;2130; Fat Bike
2;40584;28;14;38;1;Road;Carbon;Slice Hi-Mod Black Inc.;7000; Triathalon
2;40584;28;15;62;1;Mountain;Carbon;Scalpel 29 Carbon Race;6390; Cross Country Race
2;40584;28;16;60;1;Mountain;Carbon;Scalpel-Si Carbon 4;4260; Cross Country Race
2;40584;28;17;52;1;Mountain;Carbon;Trigger Carbon 2;5970; Over Mountain
2;40584;28;18;12;2;Road;Aluminum;CAAD12 Disc Dura Ace;4260; Elite Road
2;40584;28;19;15;1;Road;Aluminum;CAAD12 Ultegra;2240; Elite Road
2;40585;29;1;79;1;Mountain;Aluminum;Bad Habit 1;3200; Trail
2;40585;29;2;69;1;Mountain;Carbon;F-Si Carbon 2;4800; Cross Country Race
2;40585;29;3;66;1;Mountain;Carbon;F-Si Black Inc.;11190; Cross Country Race
2;40585;29;4;54;1;Mountain;Carbon;Trigger Carbon 4;3200; Over Mountain
2;40585;29;5;3;1;Road;Carbon;Supersix Evo Hi-Mod Dura Ace 1;7990; Elite Road
2;40589;31;1;65;1;Mountain;Aluminum;Scalpel 29 4;3200; Cross Country Race
2;40589;31;2;71;1;Mountain;Aluminum;F-Si 1;2340; Cross Country Race
